acc,loss,val_acc,val_loss
0.344930561198,1.81044896486,0.379525005102,1.70292893982
0.400983339469,1.61698155234,0.423775004387,1.53648262405
0.466216673533,1.42558276643,0.505100003242,1.32005999374
0.534961122354,1.23313440132,0.549925010204,1.18598376751
0.578069454193,1.11593203142,0.59340001297,1.07248557949
0.609938899517,1.03261040529,0.617600014687,1.00337654686
0.63246667756,0.968537699752,0.6350750103,0.950845108509
0.654622235616,0.911906349606,0.657475008011,0.900719174385
0.672830565029,0.859314600521,0.667325004578,0.862447831154
0.692158346706,0.805435946676,0.694275020599,0.797915955544
0.712930569861,0.749050451861,0.713300017834,0.740169520378
0.734336123731,0.691582754241,0.73145000267,0.69501680088
0.760808344735,0.625859618505,0.761200008392,0.621579135895
0.79205557039,0.556059748332,0.789750013828,0.551795799732
0.821630572425,0.489664958265,0.814050013065,0.49975921607
0.846705576314,0.431260018216,0.835725012302,0.444457854271
0.867616683589,0.381781527042,0.855875019073,0.402579458237
0.881408351474,0.34223412021,0.875525016308,0.347334503174
0.895175014178,0.303734149721,0.884675015926,0.321392705202
0.906497238265,0.27265133267,0.886400016308,0.309300248623
0.914577792274,0.247557904641,0.895025018692,0.288052833796
0.922155571726,0.225220123609,0.915800013065,0.238503990769
Time,310.8263432979584
